einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51802;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;105;112;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;68401;187;Verwendung der Zuschüsse der Europäischen Union zu Kosten von kulturellen Gemeinschaftsaufgaben;nein;106;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Besondere Finanzierungsausgaben;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;106;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42201;187;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;106;460;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42709;187;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;106;2;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;42801;187;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;106;546;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;45301;187;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;106;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51101;187;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;106;56;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51701;187;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;106;25;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;51801;187;Mieten und Pachten;ja;106;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;52701;187;Dienstreisen;ja;106;15;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53201;187;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;106;3;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53909;187;Vermischte Verwaltungsausgaben;ja;107;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;53999;187;Vermischte Verwaltungsausgaben;ja;107;7;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;54401;187;Forschung, Untersuchungen und Ähnliches;ja;107;2;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;81201;187;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;107;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0454;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;81202;187;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;107;11;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11101;162;Gebühren, sonstige Entgelte; ;109;160;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11901;162;Einnahmen aus Veröffentlichungen; ;109;15;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;11999;162;Vermischte Einnahmen; ;109;6;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;12401;162;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;109;0;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Verwaltungseinnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;13201;162;Erlöse aus der Veräußerung von beweglichen Sachen; ;109;15;;
04;Bundeskanzlerin und Bundeskanzleramt;E;Übrige Einnahmen;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;109;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51802;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;110;10040;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Sächliche Verwaltungsausgaben;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53205;162;Kosten der Rekonstruktion vorvernichteter Unterlagen;nein;110;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;Besondere Finanzierungsausgaben;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;110;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42101;162;Bezüge des Bundesbeauftragten für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;ja;110;136;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42201;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;110;12826;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42202;162;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;110;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42709;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;110;7269;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;42801;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;111;58715;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;45301;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;111;128;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51101;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;111;2937;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51401;162;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;111;284;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51701;162;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;111;4181;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51801;162;Mieten und Pachten;ja;111;100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;51901;162;Unterhaltung der Grundstücke und baulichen Anlagen;ja;111;200;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52501;162;Aus- und Fortbildung;ja;111;450;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;52701;162;Dienstreisen;ja;111;205;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53201;162;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;111;235;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53204;162;Kosten der Beschaffung und Erhaltung von Archivalien;ja;111;200;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;53999;162;Vermischte Verwaltungsausgaben;ja;111;100;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;54401;165;Forschung, Untersuchungen und Ähnliches;ja;111;200;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;71101;162;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;111;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;71201;162;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;111;0;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;81101;162;Erwerb von Fahrzeugen;ja;112;70;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;81201;162;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;112;450;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;81202;162;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;112;5050;;
04;Bundeskanzlerin und Bundeskanzleramt;A;;0455;Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;82101;162;Erwerb von Grundstücken;ja;112;0;;
05;Auswärtiges Amt;E;Übrige Einnahmen;0501;Sicherung von Frieden und Stabilität;28601;029;Rückeinnahmen aus Leistungen der Ausstattungshilfe; ;7;200;;
05;Auswärtiges Amt;E;Übrige Einnahmen;0501;Sicherung von Frieden und Stabilität;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;7;0;;
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;7;0;;
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;51711;016;Bewirtschaftung der Grundstücke, Gebäude und Räume;nein;7;7202;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;51812;016;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;7;16000;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;52511;029;Aus- und Fortbildung;nein;8;150;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68111;029;Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen;nein;8;260;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68112;029;Einmalige Bewilligungen für ehemalige Bedienstete internationaler Organisationen;nein;8;280;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68710;022;Beitrag an die Vereinten Nationen;nein;8;430286;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68712;332;Ansiedlung von VN-Organisationen;nein;9;7000;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68714;022;Beiträge an Organisationen und Einrichtungen im internationalen Bereich;nein;9;153538;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68717;022;Sonstige Leistungen an Organisationen und Einrichtungen im internationalen Bereich;nein;10;34721;01;Leistungen an die VN und im internationalen Bereich
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68721;029;Transformationspartnerschaften, insbesondere Nordafrika/Naher Osten;nein;12;20000;02;Sicherheit, Stabilität und Abrüstung
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68723;029;Demokratisierungs- und Ausstattungshilfe, Maßnahmen zur Förderung der Menschenrechte;nein;12;40200;02;Sicherheit, Stabilität und Abrüstung
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68727;029;Maßnahmen der Abrüstung, Rüstungskontrolle und Nichtverbreitungszusammenarbeit;nein;13;30000;02;Sicherheit, Stabilität und Abrüstung
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68728;029;Leistungen im Rahmen des Stabilitätspaktes Afghanistan der Bundesregierung;nein;14;180000;02;Sicherheit, Stabilität und Abrüstung
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68732;029;Humanitäre Hilfsmaßnahmen im Ausland;nein;14;1500000;03;Humanitäre Hilfe und Krisenprävention
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68734;029;Unterstützung von internationalen Maßnahmen auf den Gebieten Krisenprävention, Friedenserhaltung und Konfliktbewältigung durch das Auswärtige Amt;nein;15;351000;03;Humanitäre Hilfe und Krisenprävention
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68738;029;Maßnahmen der internationalen Katastrophenhilfe im Ausland außerhalb humanitärer Hilfsmaßnahmen;nein;16;0;03;Humanitäre Hilfe und Krisenprävention
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;52541;011;Aus- und Fortbildung;nein;16;1420;04;Globale Partnerschaften
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68740;029;Maßnahmen der regionalen Zusammenarbeit;nein;16;9661;04;Globale Partnerschaften
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68742;029;Ausbildungspartnerschaften;nein;17;1200;04;Globale Partnerschaften
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68743;029;Energie-﻿, Klima- und Umweltaußenpolitik;nein;17;7350;04;Globale Partnerschaften
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0501;Sicherung von Frieden und Stabilität;68748;029;Afrika-Initiativen aus G7/G8 und G20;nein;17;0;04;Globale Partnerschaften
05;Auswärtiges Amt;E;Verwaltungseinnahmen;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;11901;013;Einnahmen aus Veröffentlichungen; ;19;20;;
05;Auswärtiges Amt;E;Verwaltungseinnahmen;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;11999;029;Vermischte Einnahmen; ;19;8000;;
05;Auswärtiges Amt;E;Übrige Einnahmen;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7; ;19;0;;
05;Auswärtiges Amt;A;Sächliche Verwaltungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;53999;029;Vermischte Verwaltungsausgaben;nein;19;140;;
05;Auswärtiges Amt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68501;249;Kosten der Erhaltung deutscher Kriegsgräber im Ausland sowie der Gräber von Personen, die infolge nationalsozialistischer Verfolgung ausgewandert und im Ausland verstorben sind;nein;19;16000;;
05;Auswärtiges Amt;A;Zuweisungen und Zuschüsse (ohne Investitionen);0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68701;282;Hilfe für Deutsche im Ausland;nein;20;600;;
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7;nein;20;0;;
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;51812;165;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;21;500;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;53114;029;Gästeprogramm der Bundesrepublik Deutschland;nein;21;600;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;53214;029;Kosten von Staatsbesuchen in der Bundesrepublik Deutschland;nein;21;2400;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68111;029;Verleihung von Preisen im Rahmen bilateraler Beziehungen;nein;21;23;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68517;029;Einladung publizistisch und kulturpolitisch wichtiger Persönlichkeiten des Auslandes (Besucherprogramm);nein;22;3435;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68710;029;Maßnahmen zur Unterstützung der Opfer der Colonia Dignidad in Chile;nein;22;800;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68711;029;Deutsch-Tschechischer Zukunftsfonds;nein;22;12500;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68712;029;Sonderprojekt jüd. Gemeinde Thessaloniki;nein;22;4091;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68714;029;Deutsch-Italienischer Zukunftsfonds;nein;22;1000;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68715;029;Förderung von Projekten zur Holocaust-Erinnerung;nein;22;6640;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68716;029;German Marshall Fund;nein;23;2000;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68717;029;Deutsch-Griechischer Zukunftsfonds;nein;23;1000;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68718;029;Bundesanteil zur Finanzierung des Kapitalstocks der polnischen Stiftung "Gedenkstätte Auschwitz-Birkenau";nein;23;0;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;89612;029;Kleinstmaßnahmen der Auslandsvertretungen;nein;23;6150;01;Bilaterale Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;52624;022;Dolmetscherkosten für die ratsvorbereitenden Gruppen in der EU;nein;23;2100;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;52922;029;Geheime Ausgaben für besondere Zwecke des Auswärtigen Amts;nein;24;1000;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;53229;029;Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben;nein;24;1550;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;53929;029;Vermischte Verwaltungsausgaben;nein;24;400;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;54621;029;Kosten aus Anlass der deutschen G8-Präsidentschaft 2015;nein;24;0;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;54622;029;Deutschlandbild im Ausland;nein;24;24610;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;54623;029;Kosten aus Anlass der Deutschen OSZE-Präsidentschaft 2016;nein;25;0;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;54624;029;Kosten aus Anlass der deutschen G20-Präsidentschaft 2017;nein;25;0;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;54625;029;Kosten aus Anlass der deutschen Präsidentschaft in der EU 2020;nein;25;0;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;63221;164;Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL);nein;25;4250;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68520;029;Einrichtungen zur Pflege der Auslandsbeziehungen;nein;26;7793;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68521;165;Einrichtungen zur Pflege der Auslandsbeziehungen im Forschungs- und Wissenschaftsbereich;nein;28;4260;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68522;165;Zuwendungen an das Berliner Zentrum für internationale Friedenseinsätze (ZIF);nein;29;15049;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68525;029;Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens;nein;29;1285;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;68727;029;Gesellschafts- und europapolitische Maßnahmen der Politischen Stiftungen;nein;30;58000;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;A;Besondere Finanzierungsausgaben;0502;Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen;88221;164;Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL);nein;31;0;02;Pflege der Auslandsbeziehungen, Europäische Zusammenarbeit
05;Auswärtiges Amt;E;Verwaltungseinnahmen;0504;Pflege kultureller Beziehungen zum Ausland;11999;024;Vermischte Einnahmen; ;36;7500;;
05;Auswärtiges Amt;E;Verwaltungseinnahmen;0504;Pflege kultureller Beziehungen zum Ausland;13101;021;Erlöse aus dem Verkauf von Liegenschaften im Ausland; ;36;0;;
