einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;seite;bisher;titelgruppe;tgr-text
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;Zuweisungen und Zuschüsse (ohne Investitionen);1601;Umweltschutz;68704;332;Export grüner und nachhaltiger (Umwelt-)Infrastruktur;nein;14;20000;4;15000;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;Zuweisungen und Zuschüsse (ohne Investitionen);1602;Klimaschutz;68505;332;Förderung von Maßnahmen zur Anpassung an den Klimawandel;nein;21;59571;6;9571;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;Ausgaben für Investitionen;1603;Zwischenlagerung und Endlagerung radioaktiver Abfälle;89102;342;Zwischenlagerung;nein;30;415700;8;415700;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;Besondere Finanzierungsausgaben;1611;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;97202;880;Globale Minderausgabe;nein;49;-21634;10;-14906;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;Sächliche Verwaltungsausgaben;1612;Bundesministerium;51802;11;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;56;21266;12;21266;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;;1612;Bundesministerium;81202;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;59;3278;12;1425;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;;1613;Umweltbundesamt;81202;331;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;66;6208;14;1723;;
16;Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit;A;;1614;Bundesamt für Naturschutz;81202;331;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;72;1710;16;1320;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1701;Gesetzliche Leistungen für die Familien;68111;231;Kindergeld für Anspruchsberechtigte nach § 1 BKGG;nein;11;206000;4;186000;1;Kindergeld und Kinderzuschlag nach dem Bundeskindergeldgesetz
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1702;Kinder- und Jugendpolitik;11999;290;Vermischte Einnahmen; ;14;9300;6;9300;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68406;165;Maßnahmen der Integrations- und Migrationsforschung;nein;19;8969;6;5969;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68407;261;Zuschüsse für die gemeinnützige Trägerlandschaft der Kinder- und Jugendhilfe;nein;-;100000;6;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1702;Kinder- und Jugendpolitik;88201;141;Zuweisungen von Finanzhilfen an die Länder nach Artikel 104c GG insbesondere für vorbereitende zusätzliche investive Maßnahmen der Länder zum Ausbau der Ganztagsbetreuung von Grundschulkindern;nein;-;750000;7;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1702;Kinder- und Jugendpolitik;88405;270;"Zuweisung für Investitionen an das Sondervermögen ""Kinderbetreuungsausbau"" für die ""Kinderbetreuungsfinanzierung 2020 - 2021""";nein;-;500000;7;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1702;Kinder- und Jugendpolitik;88406;141;"Zuweisung aus dem Konjunktur- und Krisenbewältigungspaket an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""";nein;-;0;7;0;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;E;Übrige Einnahmen;2301;Bilaterale staatliche Entwicklungszusammenarbeit;16601;23;Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen; ;8;95000;4;109000;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;E;Übrige Einnahmen;2301;Bilaterale staatliche Entwicklungszusammenarbeit;18601;23;Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen; ;9;635700;4;700700;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Zuweisungen und Zuschüsse (ohne Investitionen);2301;Bilaterale staatliche Entwicklungszusammenarbeit;68706;23;Krisenbewältigung und Wiederaufbau, Infrastruktur;nein;11;1027100;4;800000;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Ausgaben für Investitionen;2301;Bilaterale staatliche Entwicklungszusammenarbeit;89601;23;Finanzielle Zusammenarbeit mit Regionen;nein;12;679250;4;429250;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Ausgaben für Investitionen;2301;Bilaterale staatliche Entwicklungszusammenarbeit;89603;23;Bilaterale Technische Zusammenarbeit;nein;13;1573940;5;1573940;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Ausgaben für Investitionen;2301;Bilaterale staatliche Entwicklungszusammenarbeit;89611;23;Bilaterale Finanzielle Zusammenarbeit - Zuschüsse;nein;17;1851203;6;1501203;1;Bilaterale Finanzielle Zusammenarbeit
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Zuweisungen und Zuschüsse (ohne Investitionen);2302;Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement;68701;23;Entwicklungspartnerschaft mit der Wirtschaft;nein;20;234259;8;193259;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Zuweisungen und Zuschüsse (ohne Investitionen);2303;Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen;68701;23;Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen;nein;28;645873;10;412873;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Zuweisungen und Zuschüsse (ohne Investitionen);2303;Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen;68702;23;Beteiligung am Welternährungsprogramm;nein;29;48008;11;28008;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Ausgaben für Investitionen;2303;Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen;89607;23;Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM);nein;31;500000;11;350000;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;Zuweisungen und Zuschüsse (ohne Investitionen);2304;Beiträge an multilaterale Entwicklungsbanken;68701;23;Zahlungen an Einrichtungen der Weltbankgruppe;nein;36;769457;13;689457;;
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;;2310;Sonstige Bewilligungen;89631;23;Sonderinitiative EineWelt ohne Hunger;nein;52;455000;17;375000;3;Sonderinitiativen: EineWelt ohne Hunger, Fluchtursachen bekämpfen, Flüchtlinge reintegrieren, Stabilisierung und Entwicklung Nordafrika-Nahost, Ausbildung und Beschäftigung
23;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;A;;2310;Sonstige Bewilligungen;89632;23;Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren;nein;52;623900;17;505000;3;Sonderinitiativen: EineWelt ohne Hunger, Fluchtursachen bekämpfen, Flüchtlinge reintegrieren, Stabilisierung und Entwicklung Nordafrika-Nahost, Ausbildung und Beschäftigung
30;Bundesministerium für Bildung und Forschung;A;;3002;Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung;68320;153;Sicherung von Ausbildungen;nein;-;150000;5;0;20;Modernisierung und Stärkung der beruflichen Bildung
30;Bundesministerium für Bildung und Forschung;A;;3002;Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung;68520;144;Innovationen und Strukturentwicklungen in der beruflichen Bildung;nein;14;100137;5;100137;20;Modernisierung und Stärkung der beruflichen Bildung
30;Bundesministerium für Bildung und Forschung;A;;3002;Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung;88441;141;"Zuweisung aus dem Konjunktur- und Krisenbewältigungspaket an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""";nein;-;750000;5;0;40;Stärkung des Lernens im Lebenslauf
30;Bundesministerium für Bildung und Forschung;A;Zuweisungen und Zuschüsse (ohne Investitionen);3004;Forschung für Innovationen, Hightech-Strategie;68501;164;Unterstützung anwendungsorientierter Forschung für außeruniversitäre Forschungseinrichtungen;nein;-;400000;7;0;;
30;Bundesministerium für Bildung und Forschung;A;Zuweisungen und Zuschüsse (ohne Investitionen);3004;Forschung für Innovationen, Hightech-Strategie;68310;165;Instrumente im Wissens- und Technologietransfer im Rahmen der Hightech-Strategie;nein;71;120532;7;120532;10;Neue Konzepte und regionale Förderung
30;Bundesministerium für Bildung und Forschung;A;Zuweisungen und Zuschüsse (ohne Investitionen);3004;Forschung für Innovationen, Hightech-Strategie;68327;165;Zivile Sicherheitsforschung;nein;80;62200;8;62200;20;Innovation durch neue Technologien
30;Bundesministerium für Bildung und Forschung;A;Zuweisungen und Zuschüsse (ohne Investitionen);3004;Forschung für Innovationen, Hightech-Strategie;68530;165;Gesundheitsforschung und Gesundheitswirtschaft;nein;82;1088051;8;528051;30;Innovation durch Lebenswissenschaften
30;Bundesministerium für Bildung und Forschung;A;Zuweisungen und Zuschüsse (ohne Investitionen);3004;Forschung für Innovationen, Hightech-Strategie;89440;165;Klimaforschung und System Erde, Energie - Investitionen;nein;89;77776;9;77776;40;Nachhaltigkeit, Klima, Energie
32;Bundesschuld;E;Übrige Einnahmen;3201;Kreditaufnahme;32511;830;Einnahmen aus Krediten vom Kreditmarkt; ;6;217771982;4;155987192;;
32;Bundesschuld;E;Verwaltungseinnahmen;3205;Verzinsung;11102;661;Einnahmen aus der Erstattung nach dem Stabilisierungsfondsgesetz; ;8;126172;6;5663;;
32;Bundesschuld;A;Sächliche Verwaltungsausgaben;3205;Verzinsung;54102;62;Zahlungen an die Bundesrepublik Deutschland - Finanzagentur GmbH -;nein;9;166221;6;45712;;
32;Bundesschuld;A;Schuldendienst;3205;Verzinsung;57509;830;Disagio auf Bundesanleihen, Bundesobligationen, Bundesschatzanweisungen, unverzinsliche Schatzanweisungen und Darlehen;nein;10;-6308497;7;-3308497;;
32;Bundesschuld;A;Ausgaben für Investitionen;3208;Bürgschaften, Garantien und sonstige Gewährleistungen;87101;680;Entschädigungen und Kosten aus inlandsbezogenen Gewährleistungen, Zahlungen zur Abwendung oder Minderung von Schäden;nein;16;2000000;9;2000000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1101;820;Lohnsteuer; ;6;90206000;4;96751000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1201;820;Veranlagte Einkommensteuer; ;7;20230000;4;26711000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1301;820;Nicht veranlagte Steuern vom Ertrag (ohne das in Tit. 018 03 erfasste Aufkommen); ;7;10500000;4;10925000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1401;820;Körperschaftsteuer; ;7;9400000;4;16350000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1501;820;Umsatzsteuer; ;7;78279000;4;93440000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1601;820;Einfuhrumsatzsteuer; ;7;25685000;4;31640000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1602;820;Zuweisungen an Länder gemäß § 11 des Gesetzes über den Finanzausgleich zwischen Bund und Ländern; ;8;-8674000;4;-10025000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1701;820;Gewerbesteuerumlage; ;8;1512000;4;1981000;;
60;Allgemeine Finanzverwaltung;E;Gemeinschaftsteuern und Gewerbesteuerumlage;6001;Steuern;1803;820;Abgeltungsteuer auf Zins- und Veräußerungserträge; ;8;2772000;4;2156000;;
60;Allgemeine Finanzverwaltung;E;EU-Eigenmittel;6001;Steuern;2202;820;BNE-Eigenmittel der EU; ;8;-26720000;4;-30060000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3102;820;Energiesteuer (aus dem Verbrauch von anderen Heizstoffen als von Erdgas); ;8;1188000;4;1147000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3103;820;Energiesteuer (sonstiges Aufkommen, ohne das in den Titeln 031 02 und 031 04 erfasste Aufkommen); ;8;33412000;4;36633000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3104;820;Energiesteuer (aus dem Verbrauch von Erdgas); ;8;2500000;4;2770000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3105;820;Zuweisungen an die Länder - Regionalisierungsmittel; ;8;-8957000;4;-8807000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3202;820;Tabaksteuer; ;8;14350000;4;14370000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3301;820;Alkoholsteuer; ;8;2100000;4;2130000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3302;820;Alkopopsteuer; ;8;15000;5;2000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3401;820;Schaumweinsteuer; ;9;370000;5;378000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3402;820;Zwischenerzeugnissteuer; ;9;20000;5;19000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3502;820;Kaffeesteuer; ;9;1035000;5;1065000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3602;820;Versicherungsteuer; ;9;14580000;5;14470000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3703;820;Stromsteuer; ;9;5990000;5;6650000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3801;820;Kfz-Steuer; ;9;9500000;5;9490000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3901;820;Luftverkehrsteuer; ;9;300000;5;1255000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4401;820;Solidaritätszuschlag zur Lohnsteuer; ;9;12925000;5;13690000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4402;820;Solidaritätszuschlag zur Einkommensteuer; ;9;2295000;5;3000000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4403;820;Solidaritätszuschlag zu den nicht veranlagten Steuern vom Ertrag (ohne das in Tit. 044 06 erfasste Aufkommen); ;9;1090000;5;1155000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4404;820;Solidaritätszuschlag zur Körperschaftsteuer; ;9;1045000;5;1785000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4406;820;Solidaritätszuschlag zur Abgeltungsteuer auf Zins- und Veräußerungserträge; ;10;345000;5;270000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;4903;820;Pauschalierte Einfuhrabgaben; ;10;1000;5;2000;;
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1120;820;Anpassung an die Entwicklung der Steuereinnahmen aufgrund der Corona-Pandemie; ;-;0;5;-33500000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1215;820;Entwurf eines Gesetzes zur weiteren steuerlichen Förderung der Elektromobilität und zur Änderung weiterer steuerlicher Vorschriften; ;10;0;5;-154000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1512;820;Gesetz zur Weiterentwicklung der Qualität und zur Teilhabe in der Kindertagesbetreuung; ;10;0;5;-993000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1516;820;Entwurf eines Dritten Gesetzes zur Entlastung insbesondere der mittelständischen Wirtschaft von Bürokratie (Drittes Bürokratieentlastungsgesetz); ;10;0;5;-11000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1517;820;Entwurf eines Dritten Gesetzes zur Beteiligung des Bundes an den Integrationskosten der Länder und Kommunen in den Jahren 2020 und 2021; ;10;0;5;-2564000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1518;820;Entwurf eines Gesetzes zur Umsetzung des Klimaschutzprogramms 2030 im Steuerrecht; ;10;0;5;-224000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1519;820;Entwurf eines Gesetzes zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Corona-Steuerhilfegesetz); ;-;-121000;6;0;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;1520;820;Entwurf eines Zweiten Gesetzes zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz); ;-;-17463000;6;0;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3111;820;Entwurf eines Fünften Gesetzes zur Änderung des Regionalisierungsgesetzes; ;10;0;6;-150000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3112;820;Entwurf eines Sechsten Gesetzes zur Änderung des Regionalisierungsgesetzes; ;-;-2500000;6;0;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3813;820;Entwurf eines Siebten Gesetzes zur Änderung des Kraftfahrzeugsteuergesetzes; ;-;-5000;6;0;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Bundessteuern;6001;Steuern;3911;820;Entwurf eines Gesetzes zur Änderung des Luftverkehrsteuergesetzes; ;10;0;6;470000;1;Veränderungen auf Grund steuerlicher Maßnahmen und Einnahmeentwicklung
60;Allgemeine Finanzverwaltung;E;Übrige Einnahmen;6002;Allgemeine Bewilligungen;26601;22;Erhebungskostenpauschale; ;24;900000;11;1028000;;
60;Allgemeine Finanzverwaltung;E;Übrige Einnahmen;6002;Allgemeine Bewilligungen;35901;850;Entnahmen aus Rücklage; ;24;0;11;10633733;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;61201;820;Vorsorge für den Ausgleich von Gewerbesteuermindereinnahmen der Gemeinden;nein;-;6134000;11;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;61401;820;Zuweisung an den Energie- und Klimafonds;nein;28;26523179;11;337179;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;67104;680;Erstattung von Ausfällen aus der Garantie für das KfW-Sonderprogramm 2020;nein;-;350000;11;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;67105;680;Erstattung von Ausfällen aus dem KfW-Maßnahmenpaket für Start-ups;nein;-;0;11;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;68301;290;Corona-Soforthilfen für kleine Unternehmen und Soloselbständige;nein;-;18000000;11;50000000;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;68302;290;Corona-Überbrückungshilfe für kleine und mittelständische Unternehmen;nein;-;24600000;11;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;68602;165;Verstärkung von Maßnahmen zur Förderung künstlicher Intelligenz;nein;36;0;12;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;68604;165;Verstärkung von Maßnahmen zur Förderung von Quantentechnologien;nein;-;0;12;0;;
60;Allgemeine Finanzverwaltung;A;Zuweisungen und Zuschüsse (ohne Investitionen);6002;Allgemeine Bewilligungen;68705;29;Deutscher Beitrag zum EU COVID-19 Garantiefonds der Europäischen Investitionsbank;nein;-;0;12;0;;
60;Allgemeine Finanzverwaltung;A;Ausgaben für Investitionen;6002;Allgemeine Bewilligungen;81101;11;Erwerb von Fahrzeugen;nein;31;579000;12;464000;;
60;Allgemeine Finanzverwaltung;A;Ausgaben für Investitionen;6002;Allgemeine Bewilligungen;81203;880;Investitionen im Rahmen des Konjunkturpakets 2020;nein;-;2267500;13;0;;
60;Allgemeine Finanzverwaltung;A;Ausgaben für Investitionen;6002;Allgemeine Bewilligungen;88402;813;"Zuweisung an das Sondervermögen ""Digitale Infrastruktur""";nein;31;1222185;13;222185;;
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;97104;880;Globale Mehrausgabe für Kosten im Zusammenhang mit der Bewältigung der COVID-19-Pandemie;nein;-;2746500;13;0;;
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;97107;880;Globale Mehrausgabe Corona-Pandemie;nein;-;0;13;55000000;;
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;88241;813;Finanzhilfen gemäß Art. 1 Kap. 1 des Strukturstärkungsgesetzes Kohleregionen;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;88242;813;Strukturhilfen gemäß Art. 1 Kap. 2 des Strukturstärkungsgesetzes Kohleregionen;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89341;692;Maßnahmen zur Förderung der Kohleregionen gemäß Strukturstärkungsgesetz;nein;-;1000000;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89342;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BKM;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89343;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMWi;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89344;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMEL;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89345;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMVI;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89346;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMG;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89347;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMU;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;89348;692;Maßnahmen zur Stärkung der Kohleregionen aus dem Geschäftsbereich des BMBF;nein;-;0;14;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;Besondere Finanzierungsausgaben;6002;Allgemeine Bewilligungen;97141;880;Ausgabemittel zur Restedeckung;nein;-;0;15;0;4;Maßnahmen zur Förderung der Kohleregion gemäß Strukturstärkungsgesetz
60;Allgemeine Finanzverwaltung;A;;6002;Allgemeine Bewilligungen;89302;692;Maßnahmen regionaler Strukturpolitik / Strukturwandel Kohlepolitik;nein;32;0;15;1000000;;
60;Allgemeine Finanzverwaltung;E;Verwaltungseinnahmen;6004;Bundesimmobilienangelegenheiten;12101;811;Abführung der Bundesanstalt für Immobilienaufgaben; ;87;2360000;34;2360000;;
